Group,HCT116,RH4
Gene10,0.5608,-0.2388
Gene10,4.0086,0.0068
Gene10,1.1013,1.3933
Gene10,0.5446,0.5483
Gene10,3.5255,3.0106
Gene10,-0.4452,-0.1743
Gene10,-0.102,0.1295
Gene10,3.9807,-0.2980
Gene10,4.294,3.4489
Gene10,0.0313,-0.4167
Gene10,-0.0874,-0.1299
Gene10,-0.5061,-0.4790
Gene10,-0.0747,2.7887
Gene10,0.2559,-0.9090
Gene10,-0.0925,1.2108
Gene10,1.5286,0.1086
Gene10,3.5523,-0.7094
Gene10,-1.0834,-0.2705
Gene10,0.0563,1.4910
Gene10,-0.6977,0.2589
Gene10,-0.0454,0.7420
Gene10,-0.5118,-0.3647
Gene10,1.8161,2.2679
Gene10,0.5323,0.2338
Gene10,1.2187,-0.0786
Gene10,-0.2182,-0.7719
Gene10,0.2886,1.2816
Gene10,0.1304,1.0950
Gene10,-0.2749,1.2754
Gene10,-0.0328,0.5457
Gene10,3.7862,4.2962
Gene10,-0.7237,-0.4907
Gene10,0.2308,2.3798
Gene10,3.2772,1.8633
Gene10,-0.1878,-0.6058
Gene10,0.5566,1.3114
Gene10,0.1124,-0.1245
Gene10,0.9763,0.3933
Gene10,1.2228,-0.0059
Gene10,3.2234,0.5291
Gene10,-0.1416,0.6803
Gene10,3.9362,4.0726
Gene10,-0.0997,1.6885
Gene10,1.0339,1.7611
Gene10,2.4834,2.3549
Gene10,1.702,0.8050
Gene10,-0.0473,-0.3845
Gene10,0.1241,0.1249
Gene10,-0.3227,-0.2560
Gene10,0.101,-0.5423
Gene10,0.1315,0.3137
Gene10,1.5113,0.0838
Gene10,-0.3492,0.8396
Gene10,3.6176,-0.2949
Gene10,3.353,3.6724
Gene10,0.6023,0.1820
Gene10,3.8718,1.4503
Gene10,-0.4907,0.4366
Gene10,-0.0125,-0.1696
Gene10,4.0938,2.6034
Gene10,-1.4377,-1.2603
Gene10,0.9901,-0.8744
Gene10,4.1121,-0.2033
Gene10,-0.3858,-0.5877
Gene10,3.5507,-0.2249
Gene10,-0.3185,0.1109
Gene10,-0.501,1.9252
Gene10,2.4934,1.6816
Gene10,0.7883,0.7583
Gene10,0.4725,-0.0877
Gene10,1.3187,-0.0544
Gene10,-0.9091,-0.0783
Gene10,-0.6181,-0.0913
Gene10,0.6582,-0.4366
Gene10,0.2978,-0.7310
Gene10,-0.2452,-0.2043
Gene10,-0.0927,0.5423
Gene10,1.5566,1.0299
Gene10,1.7969,1.1905
Gene10,1.6236,0.2356
Gene10,0.926,0.2055
Gene10,4.0935,3.9798
Gene10,-0.3693,3.3437
Gene10,1.9569,0.4661
Gene10,-0.1378,0.8876
Gene10,4.0911,3.7040
Gene10,0.1377,-0.2261
Gene10,0.8487,1.6045
Gene10,-0.1693,1.8988
Gene10,2.909,2.0033
Gene10,-0.037,1.6130
Gene10,3.6641,0.7313
Gene10,0.0609,-0.1965
Gene10,1.9123,0.1244
Gene10,-0.5922,2.3262
Gene10,0.2281,-0.0618
Gene10,2.0281,1.7785
Gene10,3.6268,2.9043
Gene10,1.3583,0.1381
Gene10,-0.2581,1.2800
Gene10,-0.2842,0.0689
Gene10,0.1214,-0.3392
Gene10,1.2645,2.1072
Gene10,-0.0165,0.1144
Gene10,1.1872,1.0530
Gene10,4.1644,0.9362
Gene10,3.9922,0.3338
Gene10,0.4553,-1.6200
Gene10,0.6763,0.4022
Gene10,0.2419,0.2108
Gene10,0.9716,0.9659
Gene10,-0.3145,-0.2689
Gene10,3.8682,0.0208
Gene10,2.0203,0.1313
Gene10,-0.1587,0.3725
Gene10,0.3798,1.8988
Gene10,1.7184,0.2709
Gene10,3.9662,1.1678
Gene10,-0.6477,-0.7007
Gene10,-0.7175,0.2096
Gene10,1.659,0.5670
Gene10,-0.2693,-0.8685
Gene10,1.9051,0.1187
Gene10,2.1795,-0.5585
Gene10,0.9595,1.5785
Gene10,0.3393,-0.2121
Gene10,-0.6088,-0.2757
Gene10,-0.2928,-0.3166
Gene10,2.6115,3.3384
Gene10,0.291,0.2999
Gene10,1.4219,2.9503
Gene10,0.3723,0.0175
Gene10,0.8663,0.4924
Gene10,-1.2006,-0.7134
Gene10,3.3181,1.1564
Gene10,-0.4557,0.0984
Gene10,1.5223,0.8276
Gene10,-0.4289,0.4277
Gene10,0.6583,0.6770
Gene10,3.0682,0.9071
Gene10,1.7305,0.2469
Gene10,1.2945,0.1958
Gene10,-0.2141,0.4029
Gene10,-0.7737,-0.8326
Gene10,-0.4734,-0.8377
Gene10,-0.0333,-0.9244
Gene10,-0.2671,0.5102
Gene10,2.7569,1.0195
Gene10,3.6056,0.2100
Gene10,3.8321,0.2931
Gene10,-0.2182,0.7007
Gene10,0.4561,1.4707
Gene10,0.9448,0.4239
Gene10,0.1946,2.5080
Gene10,-0.1712,0.0902
Gene10,3.6309,2.3522
Gene10,1.95,-0.0304
Gene10,0.481,0.2223
Gene10,0.8577,-0.4413
Gene10,-0.5096,0.5148
Gene10,1.0664,0.6131
Gene10,-0.32,-0.2545
Gene10,0.1482,0.9779
Gene10,-0.8563,-0.3434
Gene10,3.869,3.0270
Gene10,-0.8776,-0.7656
Gene10,4.0719,2.4703
Gene10,1.064,-0.1311
Gene10,3.3384,0.2086
Gene10,-0.4806,-0.2192
Gene10,-1.208,-1.9627
Gene10,1.3375,-0.1445
Gene10,0.2109,1.2525
Gene10,3.2778,1.5049
Gene10,1.7019,-0.2937
